2,102,214,1163033200.000000,1163201100.000000,11,6,167.900000
15,101,214,1163034800.000000,1163206000.000000,0,6,171.200000
17,101,214,1163036300.000000,1163207900.000000,0,6,171.600000
36,101,215,1163050500.000000,1163188000.000000,0,5,137.500000
39,101,214,1163050500.000000,1163210200.000000,0,6,159.700000
50,101,214,1163059300.000000,1163216500.000000,0,6,157.200000
53,101,214,1163060600.000000,1163203300.000000,0,6,142.700000
59,101,214,1163064700.000000,1163212200.000000,0,6,147.500000
75,101,214,1163074600.000000,1163312200.000000,0,6,237.600000
85,101,214,1163079600.000000,1163205400.000000,0,6,125.800000
89,101,214,1163080800.000000,1163208000.000000,0,6,127.200000
95,101,214,1163088000.000000,1163307000.000000,0,6,219.000000
119,123,214,1163098500.000000,1163218300.000000,1,6,119.800000
142,102,214,1163112000.000000,1163219800.000000,11,6,107.800000
170,102,214,1163119800.000000,1163300700.000000,11,6,180.900000
177,102,214,1163122800.000000,1163302000.000000,11,6,179.200000
200,123,214,1163136300.000000,1163304900.000000,1,6,168.600000
239,102,214,1163167000.000000,1163301600.000000,11,6,134.600000
240,101,215,1163168400.000000,1163282900.000000,0,5,114.500000
247,101,214,1163173400.000000,1163306400.000000,0,6,133.000000
252,101,213,1163177200.000000,1163312100.000000,0,7,134.900000
253,101,214,1163181700.000000,1163314500.000000,0,6,132.800000
256,101,214,1163185500.000000,1163399700.000000,0,6,214.200000
261,123,214,1163198100.000000,1163318500.000000,1,6,120.400000
262,101,214,1163195700.000000,1163319600.000000,0,6,123.900000
307,123,214,1163232800.000000,1163321600.000000,1,6,88.800000
334,101,214,1163231900.000000,1163405900.000000,0,6,174.000000
337,123,214,1163236400.000000,1163318500.000000,1,6,82.100000
347,101,214,1163247100.000000,1163401700.000000,0,6,154.600000
357,101,215,1163257400.000000,1163385000.000000,0,5,127.600000
363,102,215,1163259500.000000,1163386200.000000,11,5,126.700000
366,101,214,1163261800.000000,1163407400.000000,0,6,145.600000
370,101,214,1163264500.000000,1163403400.000000,0,6,138.900000
371,101,214,1163266300.000000,1163405700.000000,0,6,139.400000
373,101,214,1163268200.000000,1163411800.000000,0,6,143.600000
380,101,214,1163271600.000000,1163407000.000000,0,6,135.400000
388,101,215,1163275300.000000,1163391500.000000,0,5,116.200000
389,101,214,1163277900.000000,1163410500.000000,0,6,132.600000
390,101,214,1163277900.000000,1163415300.000000,0,6,137.400000
396,102,214,1163286500.000000,1163417400.000000,11,6,130.900000
410,123,213,1163295600.000000,1163411900.000000,1,7,116.300000
491,123,215,1163321700.000000,1163480900.000000,1,5,159.200000
524,102,214,1163340200.000000,1163419800.000000,11,6,79.600000
530,101,214,1163343300.000000,1163421400.000000,0,6,78.100000
545,101,214,1163349100.000000,1163417000.000000,0,6,67.900000
556,101,214,1163353300.000000,1163496600.000000,0,6,143.300000
562,101,214,1163356100.000000,1163497500.000000,0,6,141.400000
564,101,213,1163356100.000000,1163495500.000000,0,7,139.400000
593,101,214,1163376900.000000,1163499300.000000,0,6,122.400000
597,102,214,1163384300.000000,1163501800.000000,11,6,117.500000
601,123,214,1163394300.000000,1163500500.000000,1,6,106.200000
619,101,214,1163405400.000000,1163516600.000000,0,6,111.200000
669,101,214,1163436400.000000,1163509300.000000,0,6,72.900000
671,101,214,1163436400.000000,1163518100.000000,0,6,81.700000
703,101,214,1163452400.000000,1163604600.000000,0,6,152.200000
723,102,214,1163469400.000000,1163605700.000000,11,6,136.300000
746,101,214,1163491200.000000,1163613400.000000,0,6,122.200000
749,123,214,1163493400.000000,1163605600.000000,1,6,112.200000
758,123,214,1163495700.000000,1163607300.000000,1,6,111.600000
826,101,214,1163516200.000000,1163614400.000000,0,6,98.200000
846,101,214,1163529100.000000,1163616200.000000,0,6,87.100000
860,101,214,1163536300.000000,1163614600.000000,0,6,78.300000
862,101,214,1163536300.000000,1163699300.000000,0,6,163.000000
903,101,214,1163555100.000000,1163701400.000000,0,6,146.300000
909,101,214,1163558400.000000,1163696900.000000,0,6,138.500000
919,101,214,1163562900.000000,1163703400.000000,0,6,140.500000
925,101,214,1163565300.000000,1163697500.000000,0,6,132.200000
932,101,214,1163568100.000000,1163705300.000000,0,6,137.200000
945,101,214,1163574300.000000,1163707400.000000,0,6,133.100000
951,101,214,1163582500.000000,1163710000.000000,0,6,127.500000
958,101,214,1163587300.000000,1163708600.000000,0,6,121.300000
970,123,214,1163598000.000000,1163706100.000000,1,6,108.100000
975,123,214,1163599400.000000,1163712600.000000,1,6,113.200000
980,101,214,1163595400.000000,1163711200.000000,0,6,115.800000
984,101,214,1163602700.000000,1163803400.000000,0,6,200.700000
1077,102,214,1163629000.000000,1163714300.000000,11,6,85.300000
1087,102,215,1163631900.000000,1163785700.000000,11,5,153.800000
1090,102,214,1163633700.000000,1163799600.000000,11,6,165.900000
1102,101,214,1163637000.000000,1163716800.000000,0,6,79.800000
1104,101,214,1163637800.000000,1163713000.000000,0,6,75.200000
1123,101,214,1163654200.000000,1163805600.000000,0,6,151.400000
1131,101,214,1163660600.000000,1163801400.000000,0,6,140.800000
1134,101,215,1163662200.000000,1163790700.000000,0,5,128.500000
1142,101,215,1163663900.000000,1163791800.000000,0,5,127.900000
1147,101,214,1163668300.000000,1163803500.000000,0,6,135.200000
1152,101,214,1163669600.000000,1163807300.000000,0,6,137.700000
1155,101,214,1163674000.000000,1163808900.000000,0,6,134.900000
1157,101,214,1163674000.000000,1163811500.000000,0,6,137.500000
1165,101,214,1163683000.000000,1163813800.000000,0,6,130.800000
1170,101,214,1163685700.000000,1163912400.000000,0,6,226.700000
1173,101,214,1163687000.000000,1163809700.000000,0,6,122.700000
1176,101,215,1163688900.000000,1163886700.000000,0,5,197.800000
1182,123,214,1163694600.000000,1163825500.000000,1,6,130.900000
1192,123,214,1163699200.000000,1163822100.000000,1,6,122.900000
1232,102,214,1163718400.000000,1163910800.000000,11,6,192.400000
1289,101,214,1163748600.000000,1163908100.000000,0,6,159.500000
1303,102,215,1163751800.000000,1163884700.000000,11,5,132.900000
1308,101,214,1163753900.000000,1163910200.000000,0,6,156.300000
1311,101,214,1163754300.000000,1163915000.000000,0,6,160.700000
1331,101,214,1163768000.000000,1163913600.000000,0,6,145.600000
1343,101,214,1163770800.000000,1163917500.000000,0,6,146.700000
1350,102,214,1163777200.000000,1163912200.000000,11,6,135.000000
1364,123,214,1163793500.000000,1163919200.000000,1,6,125.700000
1369,123,214,1163796600.000000,1163922000.000000,1,6,125.400000
1382,123,215,1163798900.000000,1163930900.000000,1,5,132.000000
1387,123,214,1163801100.000000,1163924300.000000,1,6,123.200000
1390,123,214,1163803000.000000,1163926400.000000,1,6,123.400000
1431,102,214,1163814000.000000,1163915400.000000,11,6,101.400000
1452,102,214,1163820600.000000,1164003700.000000,11,6,183.100000
1473,102,214,1163834000.000000,1163999600.000000,11,6,165.600000
1476,101,214,1163834500.000000,1163995900.000000,0,6,161.400000
1483,101,214,1163839200.000000,1164008200.000000,0,6,169.000000
1543,123,214,1163893700.000000,1163997500.000000,1,6,103.800000
1558,101,215,1163899700.000000,1164030800.000000,0,5,131.100000
1621,102,214,1163921600.000000,1164011000.000000,11,6,89.400000
1640,102,214,1163927600.000000,1164009200.000000,11,6,81.600000
1689,101,214,1163188200.000000,1163404200.000000,0,6,216.000000
1708,101,214,1163162900.000000,1163304300.000000,0,6,141.400000
