Author,Road Segment ID,Bounding Street #1,Bounding Street #2,Intersection #1 ID,Intersection #2 ID,Intersection #1 Latitude,Intersection #1 Longtitude,Intersection #2 Latitude,Intersection #2 Longtitude,Road Segment Street,Lanes in each direction,Lanes in Street #1 -> Street #2 direction,Lanes in Street #2 -> Street #1 direction,Length (m)
Yi Wei,1,Parking Lot Exit #23,Centennial Olympic Park Dr NW,P23,51,"33d45'29.64""N","84d23'33.57""W","33d45'30.09""N","84d23'34.18""W",Walton St NW,4,2,2,24
Yi Wei,2,Walton St NW,Marietta St NW,51,52,"33d45'30.09""N","84d23'34.18""W","33d45'28.29""N","84d23'36.59""W",Centennial Olympic Park Dr NW,4,2,2,84
Yi Wei,3,Centennial Olympic Park Dr NW,Parking Lot Exit #26,52,P26,"33d45'28.29""N","84d23'36.59""W","33d45'27.72""N","84d23'36.02""W",Marietta St NW,6,3,3,22
Yi Wei,4,Centennial Olympic Park Dr NW,Spring St NW,P26,44,"33d45'27.72""N","84d23'36.02""W","33d45'25.14""N","84d23'33.44""W",Marietta St NW,6,3,3,106
Yi Wei,5,Walton St NW,Nassau St NW,51,50,"33d45'30.09""N","84d23'34.18""W","33d45'31.90""N","84d23'31.96""W",Centennial Olympic Park Dr NW,4,4,0,79
Yi Wei,6,Nassau St NW,Luckie St NW,50,49,"33d45'31.90""N","84d23'31.96""W","33d45'33.00""N","84d23'31.50""W",Centennial Olympic Park Dr NW,4,4,0,36
Yi Wei,7,Luckie St NW,Andrew Young International Blvd NW,49,53,"33d45'33.00""N","84d23'31.50""W","33d45'34.85""N","84d23'31.53""W",Centennial Olympic Park Dr NW,4,4,0,60
Yi Wei,8,Andrew Young International Blvd NW,John Portman Blvd,53,54,"33d45'34.85""N","84d23'31.53""W","33d45'39.45""N","84d23'31.33""W",Centennial Olympic Park Dr NW,4,4,0,147
Yi Wei,9,John Portman Blvd,Baker St NW,54,55,"33d45'39.45""N","84d23'31.33""W","33d45'44.00""N","84d23'31.32""W",Centennial Olympic Park Dr NW,4,4,0,142
Yi Wei,10,Baker St NW,Simpson St NW,55,56,"33d45'44.00""N","84d23'31.32""W","33d45'47.93""N","84d23'31.31""W",Centennial Olympic Park Dr NW,4,4,0,122
Yi Wei,11,Simpson St NW,Ivan Allen Jr Blvd,56,8,"33d45'47.93""N","84d23'31.31""W","33d45'52.67""N","84d23'30.96""W",Centennial Olympic Park Dr NW,4,4,0,144
Yi Wei,12,Centennial Olympic Park Dr NW,William St NW,8,9,"33d45'52.67""N","84d23'30.96""W","33d45'52.62""N","84d23'25.31""W",Ivan Allen Jr Blvd,4,2,2,147
Yi Wei,13,Parking Lot Exit #23,Parking Lot Exit #28,P23,P28,"33d45'29.64""N","84d23'33.57""W","33d45'28.51""N","84d23'32.39""W",Walton St NW,4,2,2,47
Yi Wei,14,Parking Lot Exit #28,Parking Lot Exit #24,P28,P24,"33d45'28.51""N","84d23'32.39""W","33d45'27.72""N","84d23'31.55""W",Walton St NW,4,2,2,31
Yi Wei,15,Parking Lot Exit #24,Parking Lot Exit #27,P24,P27,"33d45'27.72""N","84d23'31.55""W","33d45'27.41""N","84d23'31.24""W",Walton St NW,4,2,2,13
Yi Wei,16,Parking Lot Exit #27,Spring St NW,P27,45,"33d45'27.41""N","84d23'31.24""W","33d45'26.96""N","84d23'30.86""W",Walton St NW,4,2,2,17
Yi Wei,17,Walton St NW,Parking Lot Exit #25,45,P25,"33d45'26.96""N","84d23'30.86""W","33d45'27.53""N","84d23'30.09""W",Spring St NW,4,2,2,23
Yi Wei,18,Parking Lot Exit #25,Nassau St NW,P25,46,"33d45'27.53""N","84d23'30.09""W","33d45'27.83""N","84d23'29.70""W",Spring St NW,4,2,2,17
Yi Wei,19,Nassau St NW,Polar St NW,46,47,"33d45'27.83""N","84d23'29.70""W","33d45'28.42""N","84d23'28.78""W",Spring St NW,4,2,2,30
Yi Wei,20,Polar St NW,Luckie St NW,47,48,"33d45'28.42""N","84d23'28.78""W","33d45'30.12""N","84d23'26.39""W",Spring St NW,4,2,2,80
Yi Wei,21,Luckie St NW,William St NW,48,14,"33d45'30.12""N","84d23'26.39""W","33d45'31.62""N","84d23'24.26""W",Spring St NW,4,2,2,72
Yi Wei,22,William St NW,Margarat Mitchell Sq NW,14,15,"33d45'31.62""N","84d23'24.26""W","33d45'33.25""N","84d23'22.01""W",Spring St NW,4,2,2,79
Yi Wei,23,Spring St NW,Ells St,15,37,"33d45'33.25""N","84d23'22.01""W","33d45'30.18""N","84d23'18.85""W",Margarat Mitchell Sq NW,4,2,2,127
Yi Wei,24,Margarat Mitchell Sq NW,Peachtree St NE,37,36,"33d45'30.18""N","84d23'18.85""W","33d45'30.16""N","84d23'15.37""W",Ells St,4,4,0,90
Yi Wei,25,Peachtree St NE,Peachtree Center Ave NE,36,35,"33d45'30.16""N","84d23'15.37""W","33d45'30.06""N","84d23'9.92""W",Ells St,4,4,0,137
Yi Wei,26,Peachtree Center Ave NE,Courtland St NE,35,34,"33d45'30.06""N","84d23'9.92""W","33d45'29.98""N","84d23'3.26""W",Ells St,4,4,0,170
Yi Wei,27,Courtland St NE,Piedmont Ave NE,34,33,"33d45'29.98""N","84d23'3.26""W","33d45'29.99""N","84d22'55.93""W",Ells St,4,4,0,186
Yi Wei,28,Piedmont Ave NE,I75-S,33,284,"33d45'29.99""N","84d22'55.93""W","33d45'29.88""N","84d22'51.68""W",Ells St,4,4,0,119
Yi Wei,29,Marietta St NW,Walton St NW,44,45,"33d45'25.14""N","84d23'33.44""W","33d45'26.96""N","84d23'30.86""W",Spring St NW,4,2,2,90
Yi Wei,30,Parking Lot Exit #22,Centennial Olympic Park Dr NW,P22,50,"33d45'31.21""N","84d23'31.43""W","33d45'31.90""N","84d23'31.96""W",Nassau St NW,4,4,0,26
Yi Wei,31,Parking Lot Exit #16,Marietta St NW,P16,52,"33d45'25.32""N","84d23'40.54""W","33d45'28.29""N","84d23'36.59""W",Centennial Olympic Park Dr NW,4,2,2,143
Yi Wei,32,Spring St NW,Cone St NW,44,43,"33d45'25.14""N","84d23'33.44""W","33d45'23.09""N","84d23'31.57""W",Marietta St NW,6,3,3,80
Yi Wei,33,Cone St NW,Forsyth St SW,43,92,"33d45'23.09""N","84d23'31.57""W","33d45'19.16""N","84d23'27.81""W",Marietta St NW,6,3,3,153
Yi Wei,34,Forsyth St SW,Broad St NW,92,106,"33d45'19.16""N","84d23'27.81""W","33d45'17.60""N","84d23'25.94""W",Marietta St NW,6,3,3,73
Yi Wei,35,Broad St NW,Edgewood Ave SE,106,112,"33d45'17.60""N","84d23'25.94""W","33d45'16.08""N","84d23'24.40""W",Marietta St NW,6,3,3,100
Yi Wei,36,Marietta St NW,Pryor St SE,112,110,"33d45'16.08""N","84d23'24.40""W","33d45'16.18""N","84d23'18.63""W",Edgewood Ave SE,4,2,2,108
Yi Wei,37,Pryor St SE,Peachtree Center Ave SE,110,121,"33d45'16.18""N","84d23'18.63""W","33d45'15.90""N","84d23'11.39""W",Edgewood Ave SE,4,2,2,194
Yi Wei,38,Peachtree Center Ave SE,Courtland St NE,121,124,"33d45'15.90""N","84d23'11.39""W","33d45'15.92""N","84d23'3.66""W",Edgewood Ave SE,4,2,2,196
Yi Wei,39,Courtland St NE,Piedmont Ave NE,124,127,"33d45'15.92""N","84d23'3.66""W","33d45'15.90""N","84d22'56.27""W",Edgewood Ave SE,4,2,2,188
Yi Wei,40,Piedmont Ave NE,Jesse Hill Jr Dr NE,127,134,"33d45'15.90""N","84d22'56.27""W","33d45'15.68""N","84d22'49.18""W",Edgewood Ave SE,4,2,2,185
Yi Wei,41,Jesse Hill Jr Dr NE,I75S,134,135,"33d45'15.68""N","84d22'49.18""W","33d45'15.55""N","84d22'45.95""W",Edgewood Ave SE,4,2,2,82
Yi Wei,42,Marietta St NW,Parking Lot Exit #17,44,P17,"33d45'25.14""N","84d23'33.44""W","33d45'17.58""N","84d23'37.78""W",Spring St NW,4,2,2,261
Yi Wei,43,Parking Lot Exit #17,Alabama St SW,P17,91,"33d45'17.58""N","84d23'37.78""W","33d45'16.25""N","84d23'38.53""W",Spring St NW,4,2,2,46
Yi Wei,44,Marietta St NW,Centennial Olympic Park Dr NW,75,53,"33d45'32.34""N","84d23'39.63""W","33d45'34.85""N","84d23'31.53""W",Andrew Young International Blvd NW,4,2,2,241
Yi Wei,45,Centennial Olympic Park Dr NW,William St NW,53,13,"33d45'34.85""N","84d23'31.53""W","33d45'34.85""N","84d23'26.09""W",Andrew Young International Blvd NW,4,2,2,138
Yi Wei,46,Centennial Olympic Park Dr NW,William St NW,54,285,"33d45'39.45""N","84d23'31.33""W","33d45'39.43""N","84d23'26.04""W",John Portman Blvd,4,4,0,137
Yi Wei,47,Luckie St NW,Centennial Olympic Park Dr NW,79,55,"33d45'42.97""N","84d23'42.31""W","33d45'44.00""N","84d23'31.32""W",Baker St NW,4,2,2,298
Yi Wei,48,Centennial Olympic Park Dr NW,William St NW,55,12,"33d45'44.00""N","84d23'31.32""W","33d45'44.00""N","84d23'25.96""W",Baker St NW,4,2,2,139
Yi Wei,49,Centennial Olympic Park Dr NW,William St NW,56,11,"33d45'47.93""N","84d23'31.31""W","33d45'47.94""N","84d23'25.80""W",Simpson St NW,2,2,0,135
Yi Wei,50,Centennial Olympic Park Dr NW,William St NW,57,10,"33d45'50.24""N","84d23'30.72""W","33d45'50.43""N","84d23'25.33""W",Peachtree Place NW,4,2,2,148
Yi Wei,51,Lovejoy St NW,Centennial Olympic Park Dr NW,7,8,"33d45'52.51""N","84d23'34.99""W","33d45'52.67""N","84d23'30.96""W",Ivan Allen Jr Blvd,4,2,2,106
Yi Wei,52,Ivan Allen Jr Blvd,Mills St NW,8,276,"33d45'52.67""N","84d23'30.96""W","33d45'54.99""N","84d23'30.85""W",Centennial Olympic Park Dr NW,4,2,2,73
Yi Wei,53,Spring St NW,Cone St NW,45,42,"33d45'26.96""N","84d23'30.86""W","33d45'25.06""N","84d23'28.90""W",Walton St NW,4,2,2,78
Yi Wei,54,Spring St NW,Cone St NW,47,41,"33d45'28.42""N","84d23'28.78""W","33d45'26.57""N","84d23'26.70""W",Poplar St NW,1,1,0,80
Yi Wei,55,Spring St NW,Cone St NW,48,40,"33d45'30.12""N","84d23'26.39""W","33d45'28.14""N","84d23'24.53""W",Luckie St NW,2,0,2,78
Yi Wei,56,Spring St NW,Cone St NW,14,39,"33d45'31.62""N","84d23'24.26""W","33d45'29.67""N","84d23'22.27""W",William St NW,1,1,0,82
Yi Wei,57,Margarat Mitchell Sq NW,Andrew Young International Blvd NW,15,17,"33d45'33.25""N","84d23'22.01""W","33d45'34.80""N","84d23'20.65""W",Spring St NW,4,4,0,61
Yi Wei,58,Margarat Mitchell Sq NW,William St NW,38,39,"33d45'31.24""N","84d23'20.04""W","33d45'29.67""N","84d23'22.27""W",Cone St NW,4,2,2,74
Yi Wei,59,Margarat Mitchell Sq NW,William St NW,72,97,"33d45'29.25""N","84d23'18.21""W","33d45'27.87""N","84d23'20.38""W",Fairlie St NW,2,0,2,70
Yi Wei,60,Andrew Young International Blvd NW,Ellis St NW,25,36,"33d45'34.77""N","84d23'15.31""W","33d45'30.16""N","84d23'15.37""W",Peachtree St NE,4,2,2,144
Yi Wei,61,Ellis St NW,Margarat Mitchell Sq NW,36,70,"33d45'30.16""N","84d23'15.37""W","33d45'28.11""N","84d23'15.56""W",Peachtree St NE,4,2,2,67
Yi Wei,62,Andrew Young International Blvd NW,Ellis St NW,26,35,"33d45'34.67""N","84d23'9.81""W","33d45'30.06""N","84d23'9.92""W",Peachtree Center Ave NE,4,0,4,146
Yi Wei,63,Ellis St NW,John Wesley Dobbs Ave NE,35,67,"33d45'30.06""N","84d23'9.92""W","33d45'25.59""N","84d23'10.04""W",Peachtree Center Ave NE,4,4,0,139
Yi Wei,64,Andrew Young International Blvd NW,Ellis St NW,31,34,"33d45'34.61""N","84d23'3.15""W","33d45'29.98""N","84d23'3.26""W",Courtland St NE,4,4,0,147
Yi Wei,65,Ellis St NW,John Wesley Dobbs Ave NE,34,66,"33d45'29.98""N","84d23'3.26""W","33d45'25.48""N","84d23'3.29""W",Courtland St NE,4,4,0,138
Yi Wei,66,Andrew Young International Blvd NW,Ellis St NW,32,33,"33d45'34.51""N","84d22'55.89""W","33d45'29.99""N","84d22'55.93""W",Piedmont Ave NE,4,0,4,139
Yi Wei,67,Ellis St NW,John Wesley Dobbs Ave NE,33,125,"33d45'29.99""N","84d22'55.93""W","33d45'25.34""N","84d22'56.08""W",Piedmont Ave NE,4,0,4,144
Marat,68,Parking Lot Exit #13,Parking Lot Exit #15,P13,P15,"33d45'17.24""N","84d23'57.97""W","33d45'16.78""N","84d23'57.95""W",Mangum St NW,4,2,2,17
Marat,69,Parking Lot Exit #15,Mitchell St SW,P15,232,"33d45'16.78""N","84d23'57.95""W","33d45'13.58""N","84d23'58.48""W",Mangum St NW,4,2,2,93
Marat,70,Mitchell St SW,Markham St SW,232,231,"33d45'13.58""N","84d23'58.48""W","33d45'10.02""N","84d23'59.59""W",Mangum St SW,2,1,1,115
Marat,71,Markham St SW,Chapel St SW,231,230,"33d45'10.02""N","84d23'59.59""W","33d45'8.19""N","84d23'59.70""W",Mangum St SW,2,1,1,54
Marat,72,Mangum St SW,Centennial Olympic Park Dr,230,195,"33d45'8.19""N","84d23'59.70""W","33d45'8.28""N","84d23'56.87""W",Chapel St SW,2,1,1,66
Marat,73,Chapel St SW,Nelson St SW,195,194,"33d45'8.28""N","84d23'56.87""W","33d45'3.96""N","84d24'0.31""W",Centennial Olympic Park Dr,4,2,2,154
Marat,74,Nelson St SW,Haynes St SW,194,193,"33d45'3.96""N","84d24'0.31""W","33d45'0.60""N","84d24'3.40""W",Centennial Olympic Park Dr,4,2,2,134
Marat,75,Haynes St SW,Stonewall St SW,193,222,"33d45'0.60""N","84d24'3.40""W","33d44'58.05""N","84d24'5.72""W",Walker St SW,3,2,1,100
Marat,76,Stonewall St SW,Fair St SW,222,221,"33d44'58.05""N","84d24'5.72""W","33d44'55.09""N","84d24'8.58""W",Walker St SW,3,2,1,118
Marat,77,Fair St SW,Larkin St SW,221,217,"33d44'55.09""N","84d24'8.58""W","33d44'52.49""N","84d24'10.17""W",Walker St SW,3,2,1,90
Marat,78,Larkin St SW,Peters St SW,217,212,"33d44'52.49""N","84d24'10.17""W","33d44'43.95""N","84d24'13.56""W",Walker St SW,3,2,1,274
Marat,79,Trendholm St SW,Hills Ave SW,212,210,"33d44'43.95""N","84d24'13.56""W","33d44'42.53""N","84d24'15.06""W",Peters St SW,6,3,3,57
Marat,80,Hills Ave SW,McDaniel St SW,210,208,"33d44'42.53""N","84d24'15.06""W","33d44'40.78""N","84d24'17.06""W",Peters St SW,6,3,3,69
Marat,81,Peters St SW,Whitehall St SW,208,200,"33d44'40.78""N","84d24'17.06""W","33d44'36.71""N","84d24'14.35""W",McDaniel St SW,5,3,2,147
Marat,82,Whitehall St SW, I-20 Entrance,200,201,"33d44'36.71""N","84d24'14.35""W","33d44'35.25""N","84d24'13.80""W",McDaniel St SW,5,3,2,45
Marat,83,Martin Luther King Jr Dr SW,Mitchell St SW,237,233,"33d45'16.47""N","84d24'10.07""W","33d45'13.80""N","84d24'10.07""W",Northside Dr NW,5,3,2,60
Marat,84,Mitchell St SW,Markham St SW,233,234,"33d45'13.80""N","84d24'10.07""W","33d45'10.24""N","84d24'10.21""W",Northside Dr NW,5,3,2,102
Marat,85,Markham St SW,Tatnall St SW,234,227,"33d45'10.24""N","84d24'10.21""W","33d45'2.75""N","84d24'11.02""W",Northside Dr NW,5,3,2,226
Marat,86,Tatnall St SW,Nelson St SW,227,224,"33d45'2.75""N","84d24'11.02""W","33d45'0.71""N","84d24'12.86""W",Northside Dr NW,5,3,2,77
Marat,87,Nelson St SW,Stonewall St SW,224,223,"33d45'0.71""N","84d24'12.86""W","33d44'59.17""N","84d24'13.97""W",Northside Dr NW,5,3,2,58
Marat,88,Stonewall St SW,Fair St SW,223,220,"33d44'59.17""N","84d24'13.97""W","33d44'55.85""N","84d24'16.34""W",Northside Dr NW,5,3,2,118
Marat,89,Fair St SW,Larkin St SW,220,218,"33d44'55.85""N","84d24'16.34""W","33d44'52.71""N","84d24'18.49""W",Northside Dr NW,5,3,2,113
Marat,90,Larkin St SW,Trenholm St SW,218,213,"33d44'52.71""N","84d24'18.49""W","33d44'49.36""N","84d24'20.77""W",Northside Dr NW,5,3,2,114
Marat,91,Trenholm St SW,Hills Ave SW,213,211,"33d44'49.36""N","84d24'20.77""W","33d44'47.70""N","84d24'22.28""W",Northside Dr NW,5,3,2,58
Marat,92,Hills Ave SW,McDaniel St SW,211,209,"33d44'47.70""N","84d24'22.28""W","33d44'46.39""N","84d24'23.64""W",Northside Dr NW,5,3,2,57
Marat,93,Northside Dr NW,Peters St SW,209,208,"33d44'46.39""N","84d24'23.64""W","33d44'40.78""N","84d24'17.06""W",McDaniel St SW,2,1,1,238
Marat,94,Centennial Olympic Park Dr,Spring St SW,88,89,"33d45'16.14""N","84d23'54.97""W","33d45'12.26""N","84d23'41.41""W",Martin Luther King Jr Dr SW,5,2,3,370
Marat,95,Martin Luther King Jr Dr SW,Mitchell St SW,89,90,"33d45'12.26""N","84d23'41.41""W","33d45'8.43""N","84d23'44.41""W", Spring St SW,4,2,2,130
Marat,96,Mitchell St SW,Nelson St SW,90,197,"33d45'8.43""N","84d23'44.41""W","33d45'6.20""N","84d23'46.26""W",Spring St SW,4,2,2,69
Marat,97,Nelson St SW,Peters St SW,197,186,"33d45'6.20""N","84d23'46.26""W","33d45'1.88""N","84d23'49.61""W",Spring St SW,4,2,2,135
Marat,98,Peters St SW,Garnett St SW,186,187,"33d45'1.88""N","84d23'49.61""W","33d45'0.54""N","84d23'50.67""W",Spring St SW,4,2,2,31
Marat,99,Garnett St SW,Brotherton St SW,187,282,"33d45'0.54""N","84d23'50.67""W","33d44'56.16""N","84d23'52.90""W",Spring St SW,4,2,2,130
Marat,100,Brotherton St SW,Packard St SW,282,271,"33d44'56.16""N","84d23'52.90""W","33d44'53.74""N","84d23'53.04""W",Spring St SW,4,2,2,70
Marat,101,Packard St SW,Forsyth St SW (connection),271,191,"33d44'53.74""N","84d23'53.04""W","33d44'51.35""N","84d23'52.13""W",Spring St SW,4,2,2,77
Marat,102,Forsyth St SW (connection),I-20 Entrance,191,283,"33d44'51.35""N","84d23'52.13""W","33d44'44.81""N","84d23'52.84""W",Spring St SW,4,2,2,194
Marat,103,Mangum St SW,Haynes St SW,232,277,"33d45'13.58""N","84d23'58.48""W","33d45'13.59""N","84d24'5.50""W",Mitchell St SW,2,1,1,172
Marat,104,Haynes St SW,Northside Dr SW,277,233,"33d45'13.59""N","84d24'5.50""W","33d45'13.80""N","84d24'10.07""W",Mitchell St SW,2,1,1,117
Marat,105,Mangum St SW,Elliott St SW,232,293,"33d45'13.58""N","84d23'58.48""W","33d45'12.64""N","84d23'52.90""W",Mitchell St SW,4,4,0,145
Marat,106,Mangum St SW,Haynes St SW,230,228,"33d45'8.19""N","84d23'59.70""W","33d45'6.78""N","84d24'5.69""W",Chapel St SW,2,1,1,153
Marat,107,Chapel St SW,Martin Luther King Jr Dr SW,195,88,"33d45'8.28""N","84d23'56.87""W","33d45'16.14""N","84d23'54.97""W",Centennial Olympic Park Dr,5,2,3,245
Marat,108,Centennial Olympic Park Dr,Elliott St SW,195,196,"33d45'8.28""N","84d23'56.87""W","33d45'8.27""N","84d23'52.86""W",Nelson St SW,2,1,1,85
Marat,109,Walker St SW,Haynes St SW,194,226,"33d45'3.96""N","84d24'0.31""W","33d45'2.75""N","84d24'4.49""W",Nelson St SW,2,1,1,87
Marat,110,Nelson St SW,Walker St SW,226,193,"33d45'2.75""N","84d24'4.49""W","33d45'0.60""N","84d24'3.40""W",Haynes St SW,2,1,1,59
Marat,111,Walker St SW,Bradbury St SW,193,267,"33d45'0.60""N","84d24'3.40""W","33d44'57.73""N","84d24'0.33""W",Haynes St SW,2,1,1,116
Marat,112,Bradbury St SW,Peters St SW,267,192,"33d44'57.73""N","84d24'0.33""W","33d44'56.82""N","84d23'59.27""W",Haynes St SW,2,1,1,40
Marat,113,Walker St SW,Bradbury St SW,221,268,"33d44'55.09""N","84d24'8.58""W","33d44'53.43""N","84d24'5.75""W",Fair St SW,2,1,1,85
Marat,114,Bradbury St SW,Peters St SW,268,215,"33d44'53.43""N","84d24'5.75""W","33d44'52.59""N","84d24'4.24""W",Fair St SW,2,1,1,47
Marat,115,Walker St SW,Northside Dr SW,221,220,"33d44'55.09""N","84d24'8.58""W","33d44'55.85""N","84d24'16.34""W",Fair St SW,2,1,1,172
Marat,116,Walker St SW,Larkin Pl SW,217,216,"33d44'52.49""N","84d24'10.17""W","33d44'52.54""N","84d24'14.94""W",Larkin St SW,2,1,1,112
Marat,117,Walker St SW,Fair St SW,212,215,"33d44'43.95""N","84d24'13.56""W","33d44'52.59""N","84d24'4.24""W",Peters St SW,4,2,2,333
Marat,118,Peters St SW,Lowes Alley SW,212,214,"33d44'43.95""N","84d24'13.56""W","33d44'47.05""N","84d24'17.54""W",Trenholm St SW,2,1,1,129
Marat,119,Lowes Alley SW,Northside Dr SW,214,213,"33d44'47.05""N","84d24'17.54""W","33d44'49.36""N","84d24'20.77""W",Trenholm St SW,2,1,1,103
Marat,120,Peters St SW,Northside Dr SW,210,211,"33d44'42.53""N","84d24'15.06""W","33d44'47.70""N","84d24'22.28""W",Hills Ave SW,2,1,1,221
Marat,121,McDaniel St SW,Spelman Ln SW,208,207,"33d44'40.78""N","84d24'17.06""W","33d44'36.44""N","84d24'27.19""W",Peters St SW,4,2,2,285
Marat,122,McDaniel St SW,Northside Dr SW,200,286,"33d44'36.71""N","84d24'14.35""W","33d44'31.68""N","84d24'29.34""W",Whitehall St SW,4,2,2,249
Marat,123,McDaniel St SW,Spring St SW,200,199,"33d44'36.71""N","84d24'14.35""W","33d44'46.46""N","84d23'54.59""W",Whitehall St SW,4,2,2,590
Marat,124,Haynes St NW,Centennial Olympic Park Dr,236,88,"33d45'16.50""N","84d24'5.16""W","33d45'16.14""N","84d23'54.97""W",Martin Luther King Jr Dr SW,4,2,2,237
Marat,125,Martin Luther King Jr Dr SW,Alabama St SW,89,91,"33d45'12.26""N","84d23'41.41""W","33d45'16.25""N","84d23'38.53""W",Spring St NW,5,3,2,121
Marat,126,Spring St SW,Forsyth St SW,89,178,"33d45'12.26""N","84d23'41.41""W","33d45'9.88""N","84d23'36.55""W",Martin Luther King Jr Dr SW,4,2,2,127
Marat,127,Spring St SW,Forsyth St SW,90,179,"33d45'8.43""N","84d23'44.41""W","33d45'5.91""N","84d23'39.66""W",Mitchell St SW,4,2,2,127
Marat,128,Spring St SW,Forsyth St SW,186,181,"33d45'1.88""N","84d23'49.61""W","33d45'1.87""N","84d23'42.70""W",Trinity Ave SW,4,2,2,157
Marat,129,Spring St SW,Haynes St SW,186,192,"33d45'1.88""N","84d23'49.61""W","33d44'56.82""N","84d23'59.27""W",Peters St SW,4,2,2,273
Marat,130,Spring St SW,Forsyth St SW,282,184,"33d44'56.16""N","84d23'52.90""W","33d44'53.92""N","84d23'48.80""W",Brotherton St SW,4,2,2,105
Marat,131,Northside Dr SW,Beckwith Ct SW,233,259,"33d45'13.80""N","84d24'10.07""W","33d45'13.77""N","84d24'15.96""W",Mitchell St SW,2,1,1,129
Marat,132,Northside Dr SW,Haynes St SW,234,229,"33d45'10.24""N","84d24'10.21""W","33d45'10.09""N","84d24'5.48""W",Markham St SW,2,1,1,105
Marat,133,Northside Dr SW,Chapel St SW,227,228,"33d45'2.75""N","84d24'11.02""W","33d45'6.78""N","84d24'5.69""W",Haynes St SW,2,1,1,185
Marat,134,Northside Dr SW,Nelson St SW,227,225,"33d45'2.75""N","84d24'11.02""W","33d45'1.57""N","84d24'9.10""W",Tatnall St SW,2,1,1,50
Marat,135,Northside Dr SW,Tatnall St SW,224,225,"33d45'0.71""N","84d24'12.86""W","33d45'1.57""N","84d24'9.10""W",Nelson St SW,2,1,1,95
Marat,136,Northside Dr SW,Bailey St SW,223,260,"33d44'59.17""N","84d24'13.97""W","33d45'1.33""N","84d24'16.89""W",Stonewall St SW,2,1,1,90
Marat,137,Northside Dr SW,Bailey St SW,220,261,"33d44'55.85""N","84d24'16.34""W","33d44'56.47""N","84d24'20.94""W",Atlanta Student Movement Blvd,2,1,1,99
Marat,138,Northside Dr SW,Dora St SW,218,262,"33d44'52.71""N","84d24'18.49""W","33d44'52.73""N","84d24'32.55""W",Larkin St SW,2,1,1,344
Marat,139,Northside Dr SW,Dora St SW,209,263,"33d44'46.39""N","84d24'23.64""W","33d44'47.99""N","84d24'30.65""W",Greensterry Ave SW,2,1,1,181
Marat,140,McDaniel St SW,Spelman Ln SW,209,206,"33d44'46.39""N","84d24'23.64""W","33d44'39.42""N","84d24'30.28""W",Northside Dr SW,5,3,2,244
Marat,141,Ivan Allen Jr Blvd,Parking Lot Exit #30,1,P30,"33d45'48.19""N","84d24'10.66""W","33d45'43.94""N","84d24'9.70""W",Northside Dr NW,5,3,2,129
